attributes,pseudovoigt_amplitude_1_1,pseudovoigt_center_1_1,pseudovoigt_fwhmg_1_1,pseudovoigt_fwhml_1_1,pseudovoigt_amplitude_2_1,pseudovoigt_center_2_1,pseudovoigt_fwhmg_2_1,pseudovoigt_fwhml_2_1,pseudovoigt_amplitude_1_2,pseudovoigt_center_1_2,pseudovoigt_fwhmg_1_2,pseudovoigt_fwhml_1_2,pseudovoigt_amplitude_2_2,pseudovoigt_center_2_2,pseudovoigt_fwhmg_2_2,pseudovoigt_fwhml_2_2,pseudovoigt_amplitude_1_3,pseudovoigt_center_1_3,pseudovoigt_fwhmg_1_3,pseudovoigt_fwhml_1_3,pseudovoigt_amplitude_2_3,pseudovoigt_center_2_3,pseudovoigt_fwhmg_2_3,pseudovoigt_fwhml_2_3
init_value,1.0,1.25,0.1,1.0,1.0,5.0,1.0,0.01,1.0,1.25,0.1,1.0,1.0,5.0,1.0,0.01,1.0,1.25,0.1,1.0,1.0,5.0,1.0,0.01
model_value,1.9083195357903038,1.2224699578884477,2.250077314276695,15.150440471239017,0.6380195887308204,5.258445498965376,2.4698403998699408,0.00665409967796239,2.5539688418374062,1.2224699578884477,2.250077314276695,15.150440471239017,0.9676334174197665,5.258445498965376,2.4698403998699408,0.00665409967796239,1.9678837956720319,1.2224699578884477,2.250077314276695,15.150440471239017,0.6719700474509871,5.258445498965376,2.4698403998699408,0.00665409967796239
best_value,1.9083195357903038,1.2224699578884477,2.250077314276695,15.150440471239017,0.6380195887308204,5.258445498965376,2.4698403998699408,0.00665409967796239,2.5539688418374062,1.2224699578884477,2.250077314276695,15.150440471239017,0.9676334174197665,5.258445498965376,2.4698403998699408,0.00665409967796239,1.9678837956720319,1.2224699578884477,2.250077314276695,15.150440471239017,0.6719700474509871,5.258445498965376,2.4698403998699408,0.00665409967796239
error_relative,0.05804880170423004,0.021617046594316437,0.19971672396875664,13.105708591560719,0.08886151655127202,0.05254400023048424,0.16869919617085288,0.04407842066526913,0.06755800400466612,0.021617046555312998,0.19971672334278406,13.105708577066148,0.11964538905453653,0.05254400025408746,0.16869919566543415,0.0440784206634606,0.058842341804831576,0.021617046555312998,0.19971672334278406,13.105708577066148,0.0917496408722554,0.05254400025408746,0.16869919566543415,0.0440784206634606
error_absolute,3.041880597852285,1.7683090250868176,8.875993847036192,86.50381232440117,13.927709763275399,0.99923067075284,6.830368317715445,662.4250131276477,2.6452164528390543,1.7683090218962736,8.875993819216143,86.5038122287302,12.364743393585536,0.999230671201703,6.830368297251825,662.4250131004685,2.990132950646963,1.7683090218962736,8.875993819216143,86.5038122287302,13.65382894971186,0.999230671201703,6.830368297251825,662.4250131004685
