energy,intensity,residual,fit,pseudovoigt_1,gaussian_2,gaussian_3,gaussian_4,gaussian_5,gaussian_6
-1.6,0.0400858489876045,-0.03601644901870183,0.004069399968902668,0.004069399968902668,5.181361521226727e-153,6.752534181476467e-144,2.4069390497373996e-100,1.0685832298338391e-160,7.170062520167635e-213
-1.5833333333333337,0.0475041440952422,-0.04334988579405008,0.004154258301192121,0.004154258301192122,1.8888839315908514e-151,1.0132632605844462e-142,1.9434684062252526e-99,1.5158847530233133e-159,1.5265588193361003e-211
-1.5666666666666669,0.0351039991525463,-0.03086220387882632,0.00424179527371998,0.00424179527371998,6.758863523634031e-150,1.5034960668106653e-141,1.5542071582721533e-98,2.1298206978995007e-158,3.218999173559429e-210
-1.5500000000000005,0.0563217208307631,-0.05198959616462045,0.004332124666142655,0.004332124666142652,2.3738272480464555e-148,2.2060065215998684e-140,1.2310036839609703e-97,2.9637320015174545e-157,6.722718249659318e-209
-1.5333333333333337,0.0123286079864157,-0.00790324163092743,0.004425366355488269,0.004425366355488268,8.183358407432736e-147,3.2006322958542747e-139,9.656701970290067e-97,4.0846405429010373e-156,1.3905470174056884e-207
-1.516666666666667,0.053024724969143,-0.048503078257214415,0.004521646711928583,0.004521646711928585,2.7689879301462004e-145,4.5918666743346037e-138,7.502695687399444e-96,5.575550910068815e-155,2.848676730305916e-206
-1.5000000000000004,0.075258573471119,-0.07063747444631557,0.004621099024803427,0.004621099024803426,9.196394252547569e-144,6.514292451505275e-137,5.773309802858637e-95,7.537733097425135e-154,5.779860819990465e-205
-1.4833333333333338,0.0262832763496441,-0.021559412388078694,0.0047238639615654054,0.004723863961565407,2.997927517181354e-142,9.138390857778607e-136,4.3999872903158303e-94,1.0092825234842698e-152,1.1614708533660178e-203
-1.4666666666666672,0.0115852148960622,-0.006755124833482162,0.004830090062580038,0.004830090062580038,9.592497703738585e-141,1.2676422402142472e-134,3.3212151393601214e-93,1.3384550130976973e-151,2.311617499492607e-202
-1.4500000000000006,0.0915722853744314,-0.08663235109941803,0.00493993427501338,0.0049399342750133845,3.0126543573370207e-139,1.7387941511654227e-133,2.4829136937507384e-92,1.757979603594363e-150,4.5565942074334626e-201
-1.433333333333334,0.0446540782140155,-0.03960051568464497,0.005053562529370531,0.0050535625293705285,9.286967807721027e-138,2.3584362122032615e-132,1.8384222448503642e-91,2.2868775609554305e-149,8.895727205378711e-200
-1.4166666666666674,0.0682723930643514,-0.06310124270173442,0.0051711503626169775,0.0051711503626169775,2.8099953474386915e-136,3.1631850095728974e-131,1.3481801757188917e-90,2.946395361816026e-148,1.720042911147056e-198
-1.4000000000000008,0.0558643989978353,-0.05057151540560818,0.00529288359222712,0.005292883592227117,8.34534489757379e-135,4.195169847914167e-130,9.7919600980484e-90,3.759742996635642e-147,3.293925933291668e-197
-1.383333333333334,0.0519569913045801,-0.046538032258616094,0.005418959045964004,0.005418959045964004,2.4327081354908186e-133,5.501726521890762e-129,7.043854252285446e-89,4.751648688211064e-146,6.24748324034096e-196
-1.3666666666666676,0.0452947674515218,-0.03974518209881197,0.005549585352709829,0.005549585352709829,6.960537113560354e-132,7.134654458862176e-128,5.018455935243477e-88,5.947706320458569e-145,1.1735810615807534e-194
-1.3500000000000008,0.0461405494528854,-0.04045556565264205,0.005684983800243348,0.005684983800243352,1.954800888878717e-130,9.148952769413046e-127,3.5411872914854027e-87,7.373500883274973e-144,2.183422633308335e-193
-1.3333333333333344,0.0235251449314025,-0.017699755664894772,0.005825389266507729,0.0058253892665077285,5.388517909269648e-129,1.1600970492919048e-125,2.474837605760594e-86,9.053509983022056e-143,4.023270619290478e-192
-1.3166666666666675,0.0958572375229931,-0.08988618629135388,0.005971051231639227,0.0059710512316392276,1.4579517845477004e-127,1.4545938739036564e-124,1.7130243805528952e-85,1.1009795716711061e-141,7.342389276831355e-191
-1.3000000000000012,0.0712792242421315,-0.06515698936328677,0.006122234878844723,0.006122234878844718,3.8718990121871155e-126,1.803489763607534e-123,1.174355022189579e-84,1.326052030030433e-140,1.327126401413486e-189
-1.2833333333333343,0.1050855918507688,-0.09880636955763188,0.0062792222931369185,0.006279222293136912,1.0092805626551435e-124,2.2111087569645629e-122,7.973597380233985e-84,1.5818339650108252e-139,2.375767266923359e-188
-1.266666666666668,0.0842006092803171,-0.07775829551234256,0.006442313767974536,0.006442313767974539,2.5823007765961387e-123,2.6805938875832767e-121,5.3620174568204915e-83,1.86887500645038e-138,4.2122314101663347e-187
-1.250000000000001,0.0170856863345499,-0.010473857103521913,0.006611829231027988,0.006611829231027987,6.484981935980334e-122,3.213486182006054e-120,3.5712575570341256e-82,2.1868482294022386e-137,7.396687534037609e-186
-1.2333333333333347,0.0334467210279434,-0.02665861122632609,0.006788109801617315,0.006788109801617314,1.5985187838440764e-120,3.809310256701394e-119,2.3557714221793558e-81,2.5344052445499e-136,1.2864089285029253e-184
-1.216666666666668,0.0083076107264714,-0.0013360912325985257,0.006971519493872875,0.006971519493872875,3.86753048480175e-119,4.465198300710847e-118,1.5390904860123959e-80,2.909058813872183e-135,2.215835628757663e-183
-1.2000000000000015,0.0691372440712335,-0.06197479698985985,0.007162447081373653,0.007162447081373654,9.184526586983339e-118,5.175587448534446e-117,9.958964537577382e-80,3.3071049137999177e-134,3.780182429715909e-182
-1.183333333333335,0.0870026399435306,-0.07964133180257417,0.007361308140956424,0.0073613081409564214,2.140852932606393e-116,5.932026010114794e-116,6.382388641938014e-79,3.7235952817558075e-133,6.387114470512559e-181
