attributes,gaussian_amplitude_1,gaussian_center_1,gaussian_fwhmg_1,gaussian_amplitude_2,gaussian_center_2,gaussian_fwhmg_2,gaussian_amplitude_3,gaussian_center_3,gaussian_fwhmg_3,gaussian_amplitude_4,gaussian_center_4,gaussian_fwhmg_4,gaussian_amplitude_5,gaussian_center_5,gaussian_fwhmg_5,gaussian_amplitude_6,gaussian_center_6,gaussian_fwhmg_6,gaussian_amplitude_7,gaussian_center_7,gaussian_fwhmg_7,gaussian_amplitude_8,gaussian_center_8,gaussian_fwhmg_8
init_value,1.0,0.0166666666666608,0.5986279251394535,0.1105553529287392,1.6666666666666548,0.31772487166969654,0.1361582465387924,1.916666666666654,0.2807028277094332,0.1431947128186528,2.1499999999999866,0.1519356228913864,0.1814951542166284,2.349999999999985,1.443660360679985,0.1277625583305999,2.983333333333317,0.4363360040696307,0.1601857154835972,3.483333333333315,1.1042527611053288,0.142942940095969,3.716666666666648,0.18031229508920887
model_value,0.22485442102847708,0.01604546378858538,0.23917950274397354,0.13819419116092402,2.1672130315994007,0.6354458197846328,-0.01678226871407476,2.0007326877454075,0.2532173507122482,-0.020966390517656308,2.175954558840326,0.2352268529441781,0.1271203167284526,1.1749999999999936,2.8867916724196014,0.0924193163842299,3.314166556690106,0.8726720081387055,0.15277927866416452,6.5298026113222765,2.140829782498659,0.031754206134722684,3.681910702016228,0.36062038235436455
best_value,0.22485442102847708,0.01604546378858538,0.23917950274397354,0.13819419116092402,2.1672130315994007,0.6354458197846328,-0.01678226871407476,2.0007326877454075,0.2532173507122482,-0.020966390517656308,2.175954558840326,0.2352268529441781,0.1271203167284526,1.1749999999999936,2.8867916724196014,0.0924193163842299,3.314166556690106,0.8726720081387055,0.15277927866416452,6.5298026113222765,2.140829782498659,0.031754206134722684,3.681910702016228,0.36062038235436455
