attributes,pseudovoigt_amplitude_1,pseudovoigt_center_1,pseudovoigt_fwhm_g_1,pseudovoigt_fwhm_l_1
init_value,1.0,0.0,0.1,0.1
model_value,0.31871955671172847,0.01678398495215916,0.14859979742761031,0.20730037670424037
best_value,0.31871955671172847,0.01678398495215916,0.14859979742761031,0.20730037670424037
error_relative,0.008451733867530717,0.0026824697173435884,0.06208082972558418,0.031955933850375276
error_absolute,2.651777617516906,15.982317220789124,41.77719673933375,15.415280164187765
