energy,intensity,residual,fit,pseudovoigt_1,pseudovoigt_2,pseudovoigt_3,gaussian_4,gaussian_5,gaussian_6,atan_7
5451.3498,0.0036851611,0.0064591767813287175,0.010144337881328718,7.121684789551846e-14,0.0006169755937579578,0.0014045790392767585,4.4391915917565225e-129,3.4822981115676683e-66,3.443244520145533e-98,0.008122783248222784
5451.6009,0.0038396385,0.006416740179407737,0.010256378679407737,7.340035926913301e-14,0.0006349178453069429,0.001433743863331964,1.1197378404439163e-126,4.1437305012066904e-65,4.735500469512624e-97,0.00818771697069543
5451.8495,0.0038811606,0.006488858048721772,0.010370018648721772,7.566246488029492e-14,0.0006534632261700329,0.0014635205511831673,2.538359712583208e-124,4.7142645425400254e-64,6.248850089449056e-96,0.00825303487129291
5452.1012,0.0041256214,0.0063623173076473565,0.010487938707647356,7.80608877026732e-14,0.0006730796166227732,0.0014946216525138945,5.842405755636607e-122,5.416135074340816e-63,8.384661531120188e-95,0.008320237438432628
5452.35,0.0040804403,0.0065270069673789705,0.01060744726737897,8.05453977781867e-14,0.0006933505412463263,0.0015263469050112199,1.1992200135080797e-119,5.928335349335039e-62,1.075307123455614e-93,0.00838774982104088
5452.5987,0.0040263682,0.006703589907641805,0.010729958107641805,8.314922243937113e-14,0.000714541872633794,0.0015590774733956188,2.3329411787764614e-117,6.35328835549078e-61,1.3568473771193963e-92,0.008456338761529243
5452.8501,0.004236159,0.006620870908124233,0.010857029908124233,8.591161691315234e-14,0.0007369655322500421,0.001593242700484374,4.560634371185514e-115,6.844568709381621e-60,1.732896763827006e-91,0.008526821675303905
5453.0989,0.0045363625,0.006449761149115165,0.010986123649115165,8.878305188821059e-14,0.0007602120986256219,0.00162816974933064,8.015828913947689e-113,7.050276217873123e-59,2.122911440659338e-90,0.00859774180107012
5453.3502,0.0048021543,0.006317877751326865,0.011120032051326865,9.183179315859283e-14,0.0007848261132012544,0.0016646239317352138,1.4083293933154093e-110,7.283598942932092e-58,2.626141268632678e-89,0.008670582006298565
5453.5991,0.0045030138,0.006753288328506617,0.011256302128506618,9.500866311029503e-14,0.000810401643453308,0.001701947310130163,2.236194183742487e-108,7.210844748349831e-57,3.123397833306517e-88,0.008743953174828139
5453.8506,0.0049594557,0.006438388459725186,0.011397844159725185,9.838890734328577e-14,0.0008375344780865258,0.0017409470380232973,3.5526113301746383e-106,7.1633580166077835e-56,3.7536410901685974e-87,0.008819362643516973
5454.0998,0.0053033365,0.0062387483598735725,0.011542084859873573,1.0191907915083504e-13,0.0008657846809775093,0.0017809240259602063,5.1155823361357e-104,6.82801465287542e-55,4.3425422663591264e-86,0.008895376152833938
5454.3489,0.0051551775,0.00653525103448885,0.01169042853448885,1.0564088043520405e-13,0.0008954752929427834,0.0018222734806197273,6.981222601064197e-102,6.372228441188437e-54,4.9429278643469744e-85,0.008972679760820699
5454.6004,0.0049120742,0.006932551920682097,0.011844626120682097,1.0960891890729414e-13,0.0009270274108651083,0.0018654957332269928,9.479219606922421e-100,5.952785780078823e-53,5.671290952242476e-84,0.009052102976480387
5454.8493,0.0050961341,0.006905688884617853,0.012001822984617853,1.137598298907998e-13,0.0009599227196429622,0.0019097989151356752,1.161563811530446e-97,5.3247471288437635e-52,6.248524450416201e-83,0.009132101349725455
5455.101,0.0054605721,0.006705098223615943,0.012165670323615943,1.1820149882579364e-13,0.0009949996291658608,0.0019562204838960056,1.425678961084507e-95,4.782575419006318e-51,6.964206222334919e-82,0.009214450210435874
5455.3502,0.0057251564,0.006607819634015715,0.012332976034015715,1.2285988373705574e-13,0.0010316551452813176,0.002003863814503159,1.5837283052186428e-93,4.118300788506448e-50,7.462836125916386e-81,0.009297457074108378
5455.5992,0.0060001418,0.006505326238668154,0.012505468038668154,1.2779457950280996e-13,0.0010703402373253579,0.0020532235827279486,1.664433635547698e-91,3.469294571277286e-49,7.86120452089031e-80,0.009381904218487053
5455.8511,0.006230617,0.006455055327034877,0.012685672327034877,1.330949605644112e-13,0.0011117305914497592,0.0021050318351616307,1.7521903266155786e-89,2.935015227750774e-48,8.380117118579096e-79,0.009468909900290392
5456.1,0.0058970981,0.006972577147389198,0.012869675247389198,1.3866218009064554e-13,0.0011550293006026933,0.0021581672838437167,1.656807219944689e-87,2.3719748726518494e-47,8.553004001330211e-78,0.009556478662804126
5456.3495,0.0063953616,0.006665025401301513,0.013060387001301512,1.4460014217024726e-13,0.0012010187555075227,0.002213469409690192,1.5039724244138628e-85,1.8879634820023304e-46,8.645355758025258e-77,0.009645898835959198
5456.6012,0.0063618432,0.00689766058010848,0.01325950378010848,1.5098462655003923e-13,0.0012502507721085306,0.0022714342138737257,1.3479112324857233e-83,1.4993029242187866e-45,8.781593275741806e-76,0.009737818793975239
5456.8505,0.0065745064,0.006889266641246444,0.013463773041246444,1.57733341366046e-13,0.0013020552822651415,0.002331112586955668,1.0987059075648758e-81,1.143830987251139e-44,8.592077950040671e-75,0.009830605171867901
5457.0997,0.0071347496,0.006540649792141456,0.013675399392141456,1.6494076609069056e-13,0.0013571207408358708,0.002393140665880005,8.489304365388519e-80,8.544473837506012e-44,8.27172423249319e-74,0.00992513798526064
5457.3491,0.0072233055,0.0066717991548336094,0.01389510465483361,1.726588595015357e-13,0.0014157986673180485,0.0024577218761403555,6.2501805819479235e-78,6.26478030031129e-43,7.856820474890547e-73,0.010021584111202547
5457.6011,0.0074109999,0.00671465132963713,0.01412565122963713,1.8101950822789799e-13,0.0014790347550625593,0.0025256586472258953,4.565930819174326e-76,4.594102965433754e-42,7.522226739589706e-72,0.010120957827167655
5457.8507,0.0077600291,0.00660300340100341,0.01436303250100341,1.8991209476507556e-13,0.001545932850650535,0.002595753124794593,3.039333172981001e-74,3.2388495821796653e-41,6.940975962142727e-71,0.01022134652536837
5458.0998,0.0078010452,0.0068084591455706825,0.014609504345570682,1.9945460407219983e-13,0.0016173194904267666,0.002668645974551409,1.9050749631396407e-72,2.228880137526713e-40,6.279595829032828e-70,0.010323538880393052
5458.3494,0.0080880159,0.006778705052416935,0.014866720952416935,2.0975400246453637e-13,0.001693918408038035,0.002744796500471869,1.1432602716092456e-70,1.508868595914541e-39,5.619785560145033e-69,0.010428006043697277
5458.5987,0.008298518,0.006836083208777332,0.015134601208777331,2.208557379792811e-13,0.0017759794760396335,0.0028241427453367463,6.482625329825229e-69,9.9864754356288e-39,4.939990445909895e-68,0.010534478987180096
5458.8513,0.0086553695,0.006762669503324556,0.015418039003324556,2.330250682192212e-13,0.0018653515739805928,0.00290808604558968,3.678278954640446e-67,6.638373686220498e-38,4.400097797758237e-67,0.010644601383521258
5459.1007,0.0087778796,0.006932772223388006,0.015710651823388006,2.4605077942579467e-13,0.001960365349587306,0.00299467617411067,1.8822655014158332e-65,4.221100993953959e-37,3.7539235100912676e-66,0.01075561029944398
5459.3501,0.0092913713,0.006725575466166037,0.016016946766166038,2.601957211360193e-13,0.0020628138066620563,0.0030851747771541353,9.145820168793742e-64,2.6301614719108793e-36,3.154056485040776e-65,0.010868958182089652
5459.5997,0.0093650197,0.006973275075836933,0.016338294775836933,2.7560424071170607e-13,0.002173584039484392,0.0031798971985257706,4.232484750458475e-62,1.6082674745481492e-35,2.6142539329805257e-64,0.010984813537551166
5459.8495,0.0099400509,0.00673592271439373,0.01667597361439373,2.924311705441069e-13,0.0022936029163493554,0.003279110338772425,1.865283958885258e-60,9.650107232919457e-35,2.137491244182159e-63,0.011103260358979518
5460.099,0.010172231,0.0068584583994780075,0.017030689399478008,3.1081715744408116e-13,0.002423658274890767,0.0033828895807083586,7.769515326770571e-59,5.661763198210732e-34,1.7167877749260047e-62,0.011224141543568064
5460.3513,0.01033062,0.00707809134767194,0.01740871134767194,3.312218327197359e-13,0.0025667270888149484,0.0034928995997873906,3.2013005464172613e-57,3.3191847904791796e-33,1.3897172575894174e-61,0.011349084658738379
5460.6013,0.010813026,0.006991223441708865,0.017804249441708865,3.534779811320526e-13,0.0027213291068996608,0.0036072582680863313,1.2101250507036817e-55,1.8759390787819432e-32,1.0868139825929042e-60,0.011475662066369397
5460.8507,0.011341481,0.006880168824026575,0.018221649824026576,3.7798019843137146e-13,0.0028898695071786057,0.0037270007550785243,4.305529226719047e-54,1.034624615487129e-31,8.329006605332986e-60,0.011604779561391467
5461.1005,0.012145588,0.0065192705117452215,0.018664858511745222,4.051512654577147e-13,0.003074830606494397,0.003852979210847778,1.4627231222130185e-52,5.60670442419936e-31,6.306591164312252e-59,0.011737048693997897
5461.3503,0.012424155,0.0067117077567329375,0.019135862756732937,4.353414036865724e-13,0.003278078725938276,0.003985417499233984,4.717707962280662e-51,2.9771235853208395e-30,4.7025756859661355e-58,0.011872366531125333
5461.6003,0.013122967,0.006515148301712643,0.019638115301712642,4.690402453633132e-13,0.003502286780345906,0.00412487669639773,1.448485108613923e-49,1.5510304858729894e-29,3.4586542199360237e-57,0.012010951824499965
5461.8499,0.013289268,0.0068846199183853,0.0201738879183853,5.067142604477799e-13,0.003749809143342735,0.00427149906652618,4.199222945671826e-48,7.897112204799089e-29,2.497105894199353e-56,0.012152579708009672
5462.0999,0.014198758,0.006550239446671604,0.020748997446671604,5.491498556488133e-13,0.004024892322912671,0.004426283937624137,1.161936681593653e-46,3.9500839483429505e-28,1.781053376797039e-55,0.012297821185585646
5462.3498,0.014800496,0.006566670062045411,0.02136716606204541,5.970781271263975e-13,0.0043311381440560084,0.004589513315612093,3.048105103540754e-45,1.9347292139728948e-27,1.2499959092837654e-54,0.012446514601780234
5462.6,0.015251234,0.006783878703319051,0.02203511270331905,6.515715823637814e-13,0.004673990828659085,0.0047620906562942525,7.620005724410939e-44,9.302587065021082e-27,8.65921326306708e-54,0.012599031217714144
5462.8499,0.01624618,0.006511788622039404,0.022757968622039403,7.137164037273526e-13,0.0050585356859917914,0.004944292398704334,1.8013835886709173e-42,4.3744306421908164e-26,5.89346504759487e-53,0.012755140536629564
5463.0998,0.01718605,0.0063585018755647205,0.023544551875564722,7.850841330969724e-13,0.005492311462132106,0.005137075299930752,4.0427080247339915e-41,2.0155640257612676e-25,3.9500018546778645e-52,0.012915165112716781
5463.3496,0.018069132,0.00633507631316018,0.024404208313160182,8.67532712947661e-13,0.005983836653336534,0.00534118411672285,8.60254064982454e-40,9.094288852127666e-25,2.6051430484014986e-51,0.013079187542233266
5463.5999,0.019060487,0.006290534876124434,0.025351021876124435,9.636906656316065e-13,0.006545203312219761,0.005558049842013633,1.7482545534523544e-38,4.032630990563303e-24,1.6983424533284298e-50,0.013247768720927349
5463.8501,0.020429046,0.005968457027442885,0.026397503027442884,1.0764391590393499e-12,0.0071886342551783665,0.005788188604183887,3.36834468899525e-37,1.7509915941184986e-23,1.0894583478875182e-49,0.013420680167004194
5464.1002,0.021923405,0.0056382836544224615,0.02756168865442246,1.2097438899895015e-12,0.007930903932675475,0.006032693959271478,6.153036001588072e-36,7.445024066796082e-23,6.876947085359578e-49,0.013598090761265764
5464.3504,0.023593881,0.005273710299882901,0.0288675912998829,1.3689392017618985e-12,0.008794277483757412,0.006292987916569693,1.0681503558939156e-34,3.103396616340363e-22,4.2777983925975365e-48,0.013780325898186854
5464.6005,0.02503222,0.005312219821720185,0.030344439821720186,1.5608419120747447e-12,0.009806786926529948,0.006570219614277274,1.7581441731941724e-33,1.2667823670406245e-21,2.618484272509292e-47,0.013967433279352124
5464.8507,0.027476768,0.0045585615478305405,0.03203532954783054,1.7949739435559878e-12,0.011009445692216159,0.00686611720952792,2.7499734012179853e-32,5.069309231362259e-21,1.579479032550646e-46,0.014159766644291487
5465.1009,0.02954772,0.004454710928714203,0.0340024309287142,2.0840991172232416e-12,0.012462714579654895,0.007182248601659563,4.08285083627552e-31,1.9876118935762356e-20,9.382013588891335e-46,0.014357467745315648
5465.3512,0.032443852,0.0039056298196634073,0.03634948181966341,2.4462427073004233e-12,0.014268015070511123,0.007520620008958777,5.759890828090673e-30,7.639804860395483e-20,5.491636799822032e-45,0.014560846737747268
5465.5989,0.036927865,0.0022951213987462277,0.039222986398746225,2.901214706777992e-12,0.01657582650323279,0.00787929725579662,7.509650886932179e-29,2.8380857396668735e-19,3.108514436896967e-44,0.014767862636815602
5465.8493,0.041575946,0.001435235874458471,0.04301118187445847,3.494856471992592e-12,0.019759695839841638,0.008268284566896883,9.55934980518719e-28,1.0479752264849825e-18,1.765850580021062e-43,0.014983201464225094
5466.0996,0.047120195,0.001154392583074794,0.04827458758307479,4.27538222313482e-12,0.024383515236661362,0.008686253179687442,1.1538095504083611e-26,3.78945821145431e-18,9.871095574926301e-43,0.0152048191624506
5466.3501,0.054864195,0.001168221836944025,0.05603241683694402,5.321649335762057e-12,0.031462476089922566,0.009136668876840878,1.3244024688187237e-25,1.3439019351915533e-17,5.4410023320798157e-42,0.015433271864858919
5466.6003,0.066197026,0.0016722102592303112,0.06786923625923032,6.744627499296208e-12,0.04257890187601227,0.009621931146898752,1.4387454058803583e-24,4.6626231800911533e-17,2.947263447786839e-41,0.015668403229574624
5466.8509,0.081240398,0.004885754773733472,0.08612615277373348,8.706741108973261e-12,0.060067776242317364,0.010147178142152479,1.4890553088611994e-23,1.5880769670297658e-16,1.5762834472133199e-40,0.01591119838055674
5467.0989,0.10396684,0.009418307223525157,0.11338514722352516,1.1364779597964273e-11,0.0865163635635435,0.010709791394265854,1.4287246475501728e-22,5.234031022854976e-16,8.160095431711793e-40,0.016158992254350493
5467.3494,0.13679905,0.01661884903502181,0.15341789903502182,1.4898062301369692e-11,0.12567454098285827,0.011326119677678605,1.3313914039847015e-21,1.7107303208489189e-15,4.2295098592725324e-39,0.016417238359585157
5467.5997,0.18073021,0.02822885529143518,0.20895906529143518,1.9025914128698622e-11,0.1802797361063831,0.011995679217596531,1.1755006753817208e-20,5.473202984417719e-15,2.155880052684747e-38,0.016683649948424164
5467.8501,0.24507544,0.03726442642797709,0.2823398664279771,2.269947436170319e-11,0.2526553633634901,0.012725547857236808,9.859326831612325e-20,1.716433424883291e-14,1.0828060873395155e-37,0.0169589551845336
5468.1008,0.35005136,0.024960732580559475,0.37501209258055945,2.610200166348529e-11,0.3442445467609167,0.013523708180281693,7.867962137346769e-19,5.2809611407562164e-14,5.3655238500777225e-37,0.01724383761320625
5468.349,0.49895559,-0.013711076530043387,0.4852445134699566,2.149005047540669e-11,0.45332048366471034,0.014388571079833668,5.84105903034015e-18,1.574580938966072e-13,2.577115843072661e-36,0.01753545870376508
5468.5996,0.65875114,-0.0530521157630095,0.6056990242369905,1.751338147048875e-11,0.5725122104957818,0.015346742297886082,4.1969800732045645e-17,4.648951583924988e-13,1.2375843914301406e-35,0.017840071425344294
5468.8502,0.72461012,-0.028969691863028446,0.6956404281369716,1.3521063773564047e-11,0.6610835611236304,0.016401422801955282,2.862007630893282e-16,1.344784577833765e-12,5.852111898620382e-35,0.01815544419651965
5469.1008,0.65273415,0.04000601101523371,0.6927401610152337,1.029659763395703e-11,0.6566923690222599,0.0175656351456039,1.8522228419547885e-15,3.811167880316236e-12,2.7248797150693698e-34,0.018482156833260127
5469.349,0.55104052,0.05092312259221998,0.60196364259222,7.919568978330085e-12,0.5643045069003176,0.01884160643338125,1.1183102306507797e-14,1.0480107678665409e-11,1.2313376906038989e-33,0.018817529240110317
5469.5999,0.48306196,0.0011902950753464592,0.48425225507534647,6.172113722639024e-12,0.4448096040001777,0.02027351256747762,6.535556299020223e-14,2.8548721371567146e-11,5.5699288534975444e-33,0.01916913847290496
5469.8504,0.41516438,-0.03772752268046198,0.377436857319538,4.90165067770988e-12,0.336036771505521,0.02186655544328535,3.614673224893979e-13,7.607139634839806e-11,2.474993401175176e-32,0.019533530289397125
5470.0987,0.32597808,-0.03563462792125954,0.29034345207874046,3.9705933983999074e-12,0.24680366194142328,0.02363114945367887,1.870410013475965e-12,1.9694704628654794e-10,1.0690550887122038e-31,0.01990864048085024
5470.3496,0.24179332,-0.02021771909914416,0.22157560090085585,3.2629116625195082e-12,0.17564187912875995,0.025631136693328754,9.346128918481265e-12,5.045869899422644e-10,4.617378455401463e-31,0.0203025845615711
5470.6005,0.18204402,-0.01128248631407422,0.17076153368592578,2.721722767146111e-12,0.12216486172422318,0.027884256176473502,4.4316032726947175e-11,1.2665110560850503e-09,1.9636845204505523e-30,0.02071241447168029
5470.8489,0.14368564,-0.007805866874400602,0.1358797731255994,2.304311776040268e-12,0.08433938620409209,0.030405612231644234,1.9648446916542164e-10,3.0868723569941707e-09,8.107084490300074e-30,0.021134771404201957
5471.0995,0.11778118,-0.004509981867563406,0.11327119813243659,1.9708827625928754e-12,0.05840015470723445,0.033292368516666254,8.379383240943728e-10,7.43022200471847e-09,3.3376277958143455e-29,0.021578666638404673
5471.3507,0.1030822,-0.002969241719038465,0.10011295828096153,1.7026946079688544e-12,0.04147768745167672,0.03659253567264006,3.402600168977505e-09,1.755795686575193e-08,1.3575485664886226e-28,0.02204271419438502
5471.599,0.095387254,-0.0017101565415633957,0.09367709745843661,1.4869411280358671e-12,0.030829068718583878,0.04032655950316669,1.2910917403208595e-08,4.025814364954592e-08,5.350809546657775e-28,0.022521416066138045
5471.8499,0.091934181,-0.00027568515388672055,0.09165849584611328,1.3073351776135351e-12,0.023967517473227014,0.044664148339543956,4.7154132626544926e-08,9.123041853693155e-08,2.1068644887376328e-27,0.0230266916474838
5472.1012,0.093517333,-0.0008109076822804956,0.0927064253177195,1.1576930976795844e-12,0.019465752642205555,0.049684321140800555,1.6374158041236136e-07,2.0279490531395717e-07,8.185918660830095e-27,0.02355598499706999
5472.3498,0.097436882,-0.0015039996522130394,0.09593288234778696,1.033237926417423e-12,0.016385240039016532,0.05544262121754967,5.32743009219752e-07,4.379742725247035e-07,3.086974093081435e-26,0.02410405037290578
5472.6009,0.10429757,-0.003302902054105966,0.10099466794589404,9.265976372621478e-13,0.01409645282615341,0.0622115227336975,1.6647167278086784e-06,9.339411128916642e-07,1.161714224002648e-25,0.02468409372727583
