attributes,pseudovoigt_amplitude_1,pseudovoigt_center_1,pseudovoigt_fwhmg_1,pseudovoigt_fwhml_1
init_value,1.0,0.0,0.1,0.1
model_value,0.3275792878480609,0.01679352622993191,0.13243017389193143,0.2667314152530238
best_value,0.3275792878480609,0.01679352622993191,0.13243017389193143,0.2667314152530238
error_relative,0.00977969231651292,0.0026510365141877135,0.0193464580628198,0.010072574556705401
error_absolute,2.9854428162286544,15.786062306930177,14.60879910843228,3.77629854629252
