attributes,pseudovoigt_amplitude_1,pseudovoigt_center_1,pseudovoigt_fwhm_g_1,pseudovoigt_fwhm_l_1,pseudovoigt_amplitude_2,pseudovoigt_center_2,pseudovoigt_fwhm_g_2,pseudovoigt_fwhm_l_2,constant_amplitude_3,gaussian_amplitude_4,gaussian_center_4,gaussian_fwhm_g_4
init_value,1.0,0.0,0.02,0.01,1.0,0.0,0.02,0.01,1.0,1.0,0.0,0.02
model_value,0.16403602584115073,0.03500058482452051,0.0687679507938458,0.09252389394106236,0.09740402120893221,-0.018052359245206206,0.043344705776687614,0.09989511131863486,0.03676872733249155,0.014112879601465012,0.000785067433615172,0.0489339673857355
best_value,0.16403602584115073,0.03500058482452051,0.0687679507938458,0.09252389394106236,0.09740402120893221,-0.018052359245206206,0.043344705776687614,0.09989511131863486,0.03676872733249155,0.014112879601465012,0.000785067433615172,0.0489339673857355
error_relative,0.28617283308359887,0.07534814694716585,0.04790400069682786,0.037571255043319145,0.12049275689025189,0.02098357900187265,0.030179868797834665,0.0766935496518902,0.0027777331216664375,0.18946469610443273,0.0723964536938497,0.27055202071590273
error_absolute,174.45730693373602,215.27682273005587,69.66035797756372,40.607083687217056,123.7040887991618,116.23732231810547,69.62757794071015,76.77407696885308,7.554607741921567,1342.494951099597,9221.686009884514,552.8920608116684
