-1.600000000000000089e+00	0.000000000000000000e+00	7.117043250668242393e-02	-7.117043250668242393e-02	-2.202600076332756007e+00	-2.448568639707288774e+00	-1.524190742160588918e+00	-1.353267194779223193e+00	7.599797085486540205e+00
-1.583333333333333481e+00	3.891050583657595843e-03	7.113518059362977652e-02	-6.724413000997217504e-02	-2.202610488029309810e+00	-2.448580225897650120e+00	-1.524197775711324532e+00	-1.353273415254625966e+00	7.599797085486540205e+00
-1.566666666666666874e+00	3.973071404922200699e-03	7.109992843431189868e-02	-6.712685702938969712e-02	-2.202620899799510479e+00	-2.448591812170078263e+00	-1.524204809310231168e+00	-1.353279635772408396e+00	7.599797085486540205e+00
-1.550000000000000266e+00	4.057709648331829684e-03	7.106467602872346134e-02	-6.700696638039163600e-02	-2.202631311643360679e+00	-2.448603398524574981e+00	-1.524211842957310381e+00	-1.353285856332570480e+00	7.599797085486540205e+00
-1.533333333333333659e+00	4.145077720207249357e-03	7.102942337686624086e-02	-6.688434565665898890e-02	-2.202641723560859521e+00	-2.448614984961141161e+00	-1.524218876652561283e+00	-1.353292076935112220e+00	7.599797085486540205e+00
-1.516666666666667052e+00	4.235294117647067993e-03	7.099417047872957909e-02	-6.675887636108250589e-02	-2.202652135552011003e+00	-2.448626571479779024e+00	-1.524225910395985872e+00	-1.353298297580034948e+00	7.599797085486540205e+00
-1.500000000000000444e+00	4.328483828303468506e-03	7.095891733432058146e-02	-6.663043350601710602e-02	-2.202662547616811572e+00	-2.448638158080486349e+00	-1.524232944187583261e+00	-1.353304518267338219e+00	7.599797085486540205e+00
-1.483333333333333837e+00	4.424778761061948576e-03	7.092366394363391890e-02	-6.649888518257196512e-02	-2.202672959755263893e+00	-2.448649744763265357e+00	-1.524239978027354780e+00	-1.353310738997022256e+00	7.599797085486540205e+00
-1.466666666666667229e+00	4.524318210380787707e-03	7.088841030666337417e-02	-6.636409209628259254e-02	-2.202683371967369297e+00	-2.448661331528117824e+00	-1.524247011915300432e+00	-1.353316959769088612e+00	7.599797085486540205e+00
-1.450000000000000622e+00	4.627249357326462635e-03	7.085315642341338815e-02	-6.622590706608692812e-02	-2.202693784253126896e+00	-2.448672918375043306e+00	-1.524254045851420214e+00	-1.353323180583536622e+00	7.599797085486540205e+00
-1.433333333333334014e+00	4.733727810650880698e-03	7.081790229387774360e-02	-6.608417448322685683e-02	-2.202704196612539356e+00	-2.448684505304041359e+00	-1.524261079835715016e+00	-1.353329401440366508e+00	7.599797085486540205e+00
-1.416666666666667407e+00	4.843918191603862125e-03	7.078264791805288780e-02	-6.593872972644902741e-02	-2.202714609045605787e+00	-2.448696092315115980e+00	-1.524268113868185726e+00	-1.353335622339579380e+00	7.599797085486540205e+00
-1.400000000000000799e+00	4.957994766561083996e-03	7.074739329593793258e-02	-6.578939852937684685e-02	-2.202725021552327966e+00	-2.448707679408266280e+00	-1.524275147948832121e+00	-1.353341843281175683e+00	7.599797085486540205e+00
-1.383333333333334192e+00	5.076142131979685494e-03	7.071213842753198975e-02	-6.563599629555230686e-02	-2.202735434132705006e+00	-2.448719266583491816e+00	-1.524282182077655312e+00	-1.353348064265154971e+00	7.599797085486540205e+00
-1.366666666666667584e+00	5.198555956678712481e-03	7.067688331283417114e-02	-6.547832735615545519e-02	-2.202745846786738682e+00	-2.448730853840794808e+00	-1.524289216254654411e+00	-1.353354285291518355e+00	7.599797085486540205e+00
-1.350000000000000977e+00	5.325443786982222462e-03	7.064162795183737131e-02	-6.531618416485514278e-02	-2.202756259514429438e+00	-2.448742441180176144e+00	-1.524296250479831416e+00	-1.353360506360265836e+00	7.599797085486540205e+00
-1.333333333333334370e+00	5.457025920873107699e-03	7.060637234453981392e-02	-6.514934642366670969e-02	-2.202766672315779495e+00	-2.448754028601635824e+00	-1.524303284753186327e+00	-1.353366727471398523e+00	7.599797085486540205e+00
-1.316666666666667762e+00	5.593536357986326861e-03	7.057111649094505168e-02	-6.497758013295872048e-02	-2.202777085190786632e+00	-2.448765616105174736e+00	-1.524310319074718478e+00	-1.353372948624915306e+00	7.599797085486540205e+00
-1.300000000000001155e+00	5.735223833041259468e-03	7.053586039104597916e-02	-6.480063655800472056e-02	-2.202787498139453515e+00	-2.448777203690794213e+00	-1.524317353444429424e+00	-1.353379169820817740e+00	7.599797085486540205e+00
-1.283333333333334547e+00	5.882352941176454027e-03	7.050060404483904364e-02	-6.461825110366259395e-02	-2.202797911161781030e+00	-2.448788791358495143e+00	-1.524324387862319163e+00	-1.353385391059105824e+00	7.599797085486540205e+00
-1.266666666666667940e+00	6.035205364626978868e-03	7.046534745232424513e-02	-6.443014208769726192e-02	-2.202808324257768735e+00	-2.448800379108277525e+00	-1.524331422328388808e+00	-1.353391612339780448e+00	7.599797085486540205e+00
-1.250000000000001332e+00	6.194081211286972879e-03	7.043009061349980726e-02	-6.423600940221282918e-02	-2.202818737427417517e+00	-2.448811966940143137e+00	-1.524338456842638134e+00	-1.353397833662841165e+00	7.599797085486540205e+00
-1.233333333333334725e+00	6.359300476947530104e-03	7.039483352836484187e-02	-6.403553305141730656e-02	-2.202829150670728708e+00	-2.448823554854090201e+00	-1.524345491405067365e+00	-1.353404055028289088e+00	7.599797085486540205e+00
-1.216666666666668117e+00	6.531204644412181258e-03	7.035957619691135534e-02	-6.382837155249918015e-02	-2.202839563987703198e+00	-2.448835142850123603e+00	-1.524352526015677389e+00	-1.353410276436123993e+00	7.599797085486540205e+00
-1.200000000000001510e+00	6.710158434296354009e-03	7.032431861914378857e-02	-6.361416018484743196e-02	-2.202849977378340540e+00	-2.448846730928239790e+00	-1.524359560674469316e+00	-1.353416497886346770e+00	7.599797085486540205e+00
-1.183333333333334902e+00	6.896551724137924867e-03	7.028906079505592430e-02	-6.339250907091799336e-02	-2.202860390842642069e+00	-2.448858319088443647e+00	-1.524366595381441813e+00	-1.353422719378957417e+00	7.599797085486540205e+00
-1.166666666666668295e+00	7.090801654520350987e-03	7.025380272464687437e-02	-6.316300107012652598e-02	-2.202870804380609115e+00	-2.448869907330732065e+00	-1.524373630136596436e+00	-1.353428940913956602e+00	7.599797085486540205e+00
